True Values,Predicted Values,True Characters,Predicted Characters,Character Distance,Matching
0.19,0.037945017,N,M,1,0
-0.05,0.11418269,L,N,2,0
-0.21,-0.08781216,I,K,2,0
-0.19,-0.14056519,I,J,1,0
-0.47,-0.03718894,E,L,7,0
-0.26,0.025709525,H,M,5,0
0.49,0.08788732,P,N,2,0
0.25,0.1548362,O,N,1,0
0.0,-0.26390105,M,H,5,0
-0.18,-0.13012427,I,J,1,0
0.04,-0.06797138,M,L,1,0
0.12,-0.016505972,N,L,2,0
0.12,0.016442053,N,M,1,0
0.18,-0.09974872,N,K,3,0
-0.3,-0.0901757,G,K,4,0
0.03,-0.106000885,M,K,2,0
0.09,-0.015283778,N,L,2,0
0.4,0.03229163,P,M,3,0
0.33,0.07032624,O,M,2,0
-0.42,-0.06685923,F,L,6,0
-0.05,-0.12324772,L,K,1,0
-0.05,-0.061583176,L,L,0,1
-0.07,-0.007197842,K,L,1,0
0.35,-0.012155838,O,L,3,0
0.35,0.00499963,O,M,2,0
-0.33,-0.16096216,G,J,3,0
-0.37,-0.0884377,F,K,5,0
0.12,-0.0033208802,N,L,2,0
-0.23,-0.020506874,H,L,4,0
0.25,0.052697107,O,M,2,0
0.11,0.07042071,N,M,1,0
-0.05,-0.20437483,L,I,3,0
-0.76,-0.106747255,D,K,7,0
0.23,-0.003320396,O,L,3,0
-0.02,-0.058513306,L,L,0,1
0.25,0.0085772425,O,M,2,0
0.19,0.06771648,N,M,1,0
-0.3,-0.15104136,G,J,3,0
-0.16,-0.12039597,J,K,1,0
-0.04,-0.11444914,L,K,1,0
0.09,-0.06030578,N,L,2,0
0.23,0.0497386,O,M,2,0
0.3,0.08553718,O,M,2,0
-0.16,-0.12823379,J,J,0,1
-0.02,-0.074775144,L,K,1,0
-0.02,-0.0834564,L,K,1,0
0.05,-0.013137773,M,L,1,0
0.19,0.035747327,N,M,1,0
-0.05,0.11491422,L,N,2,0
-0.21,-0.09451657,I,K,2,0
-0.19,-0.14510496,I,J,1,0
-0.47,-0.037713498,E,L,7,0
-0.26,0.027477674,H,M,5,0
0.49,0.09143418,P,N,2,0
0.25,0.14958802,O,N,1,0
0.0,-0.2670359,M,H,5,0
-0.18,-0.1289241,I,J,1,0
-0.18,-0.12517983,I,J,1,0
0.12,-0.035619587,N,L,2,0
0.12,0.0034059957,N,M,1,0
0.18,-0.1128318,N,K,3,0
-0.3,-0.093557514,G,K,4,0
0.03,-0.10286596,M,K,2,0
0.09,-0.01409173,N,L,2,0
0.4,0.024370626,P,M,3,0
0.33,0.056076333,O,M,2,0
-0.42,-0.082398616,F,K,5,0
-0.05,-0.10743154,L,K,1,0
-0.05,-0.06241294,L,L,0,1
-0.07,-0.0050647557,K,L,1,0
0.35,-0.013795778,O,L,3,0
0.35,0.0069957897,O,M,2,0
-0.33,-0.16397375,G,J,3,0
-0.37,-0.092045836,F,K,5,0
0.12,-0.007723339,N,L,2,0
-0.23,-0.019519746,H,L,4,0
0.25,0.05439546,O,M,2,0
0.11,0.068706095,N,M,1,0
-0.05,-0.19180603,L,I,3,0
-0.76,-0.10709773,D,K,7,0
0.23,-0.004495397,O,L,3,0
-0.02,-0.029557116,L,L,0,1
0.25,0.0055898875,O,M,2,0
0.19,0.061917983,N,M,1,0
-0.3,-0.1563263,G,J,3,0
-0.16,-0.11983289,J,K,1,0
-0.04,-0.11631596,L,K,1,0
0.09,-0.06010721,N,L,2,0
0.23,0.050421342,O,M,2,0
0.3,0.0822593,O,M,2,0
-0.16,-0.1335141,J,J,0,1
-0.02,-0.07315813,L,K,1,0
-0.02,-0.080760166,L,K,1,0
0.05,-0.011074275,M,L,1,0
0.19,0.036497004,N,M,1,0
-0.05,0.11585799,L,N,2,0
-0.21,-0.09825008,I,K,2,0
-0.19,-0.14908895,I,J,1,0
-0.47,-0.03543985,E,L,7,0
-0.26,0.032759555,H,M,5,0
0.49,0.09437855,P,N,2,0
0.25,0.1501405,O,N,1,0
0.0,-0.25794724,M,H,5,0
-0.18,-0.12641218,I,J,1,0
-0.18,-0.11944101,I,K,2,0
0.04,-0.00014331937,M,M,0,1
0.12,-0.016584307,N,L,2,0
0.18,-0.12974077,N,J,4,0
-0.3,-0.095334284,G,K,4,0
0.03,-0.10519926,M,K,2,0
0.09,-0.014927097,N,L,2,0
0.4,0.023832276,P,M,3,0
0.33,0.047516696,O,M,2,0
-0.42,-0.09895029,F,K,5,0
-0.05,-0.10251323,L,K,1,0
-0.05,-0.071012564,L,K,1,0
-0.07,-0.0035238191,K,L,1,0
0.35,-0.009393543,O,L,3,0
0.35,0.009510197,O,M,2,0
-0.33,-0.16173275,G,J,3,0
-0.37,-0.10139811,F,K,5,0
0.12,-0.019453526,N,L,2,0
-0.23,-0.029210255,H,L,4,0
0.25,0.054198988,O,M,2,0
0.11,0.060935244,N,M,1,0
-0.05,-0.18105614,L,I,3,0
-0.76,-0.100880414,D,K,7,0
0.23,0.00043781847,O,M,2,0
-0.02,-0.039773256,L,L,0,1
0.25,0.02119501,O,M,2,0
0.19,0.045468587,N,M,1,0
-0.3,-0.15177839,G,J,3,0
-0.16,-0.124124795,J,K,1,0
-0.04,-0.12187734,L,K,1,0
0.09,-0.07052715,N,K,3,0
0.23,0.047460347,O,M,2,0
0.3,0.07793939,O,M,2,0
-0.16,-0.13919866,J,J,0,1
-0.02,-0.08005898,L,K,1,0
-0.02,-0.08059017,L,K,1,0
0.05,-0.008582875,M,L,1,0
0.19,0.03736127,N,M,1,0
-0.05,0.117952846,L,N,2,0
-0.21,-0.098630264,I,K,2,0
-0.19,-0.15783784,I,J,1,0
-0.47,-0.0390321,E,L,7,0
-0.26,0.035238028,H,M,5,0
0.49,0.091662794,P,N,2,0
0.25,0.15513428,O,N,1,0
0.0,-0.24197105,M,H,5,0
-0.18,-0.1284352,I,J,1,0
-0.18,-0.12194708,I,K,2,0
0.04,-0.004631534,M,L,1,0
0.63,0.03615883,Q,M,4,0
0.18,-0.15030478,N,J,4,0
-0.3,-0.10150787,G,K,4,0
0.03,-0.110884726,M,K,2,0
0.09,-0.016199686,N,L,2,0
0.4,0.024946928,P,M,3,0
0.33,0.0456637,O,M,2,0
-0.42,-0.10989893,F,K,5,0
-0.05,-0.108033426,L,K,1,0
-0.05,-0.07752138,L,K,1,0
-0.07,-0.005955845,K,L,1,0
0.35,-0.0074043274,O,L,3,0
0.35,0.011321507,O,M,2,0
-0.33,-0.15326959,G,J,3,0
-0.37,-0.107299715,F,K,5,0
0.12,-0.036268428,N,L,2,0
-0.23,-0.043210454,H,L,4,0
0.25,0.045573175,O,M,2,0
0.11,0.05040165,N,M,1,0
-0.05,-0.17684782,L,I,3,0
-0.76,-0.09528878,D,K,7,0
0.23,0.0026912466,O,M,2,0
-0.02,-0.042259388,L,L,0,1
0.25,0.024429902,O,M,2,0
0.19,0.018135138,N,M,1,0
-0.3,-0.14373103,G,J,3,0
-0.16,-0.1386953,J,J,0,1
-0.04,-0.12322184,L,K,1,0
0.09,-0.096997485,N,K,3,0
0.23,0.036767215,O,M,2,0
0.3,0.07318923,O,M,2,0
-0.16,-0.14382938,J,J,0,1
-0.02,-0.09137366,L,K,1,0
-0.02,-0.08100939,L,K,1,0
0.05,-0.009254515,M,L,1,0
0.19,0.0365754,N,M,1,0
-0.05,0.11753483,L,N,2,0
-0.21,-0.09904604,I,K,2,0
-0.19,-0.15463978,I,J,1,0
-0.47,-0.039907336,E,L,7,0
-0.26,0.036322683,H,M,5,0
0.49,0.0844254,P,M,3,0
0.25,0.16251993,O,N,1,0
0.0,-0.22032437,M,I,4,0
-0.18,-0.122413635,I,K,2,0
-0.18,-0.1196608,I,K,2,0
0.04,-0.0046352446,M,L,1,0
0.63,0.03271924,Q,M,4,0
0.26,0.053471178,O,M,2,0
-0.3,-0.112846635,G,K,4,0
0.03,-0.12105088,M,K,2,0
0.09,-0.025160067,N,L,2,0
0.4,0.021323703,P,M,3,0
0.33,0.042931266,O,M,2,0
-0.42,-0.10761455,F,K,5,0
-0.05,-0.10977348,L,K,1,0
-0.05,-0.08444354,L,K,1,0
-0.07,-0.014913179,K,L,1,0
0.35,-0.008786015,O,L,3,0
0.35,0.015188932,O,M,2,0
-0.33,-0.13962924,G,J,3,0
-0.37,-0.107178494,F,K,5,0
0.12,-0.048300028,N,L,2,0
-0.23,-0.058726378,H,L,4,0
0.25,0.035297833,O,M,2,0
0.11,0.03894583,N,M,1,0
-0.05,-0.17876078,L,I,3,0
-0.76,-0.09466675,D,K,7,0
0.23,-0.0006777644,O,M,2,0
-0.02,-0.040550962,L,L,0,1
0.25,0.020938776,O,M,2,0
0.19,0.0068244264,N,M,1,0
-0.3,-0.1406919,G,J,3,0
-0.16,-0.14181633,J,J,0,1
-0.04,-0.11789602,L,K,1,0
0.09,-0.12969436,N,J,4,0
0.23,0.024080865,O,M,2,0
0.3,0.06377143,O,M,2,0
-0.16,-0.14892803,J,J,0,1
-0.02,-0.099598,L,K,1,0
-0.02,-0.07953295,L,K,1,0
0.05,-0.01385048,M,L,1,0
0.19,0.03163635,N,M,1,0
-0.05,0.115739964,L,N,2,0
-0.21,-0.10210233,I,K,2,0
-0.19,-0.14863308,I,J,1,0
-0.47,-0.04035034,E,L,7,0
-0.26,0.034587607,H,M,5,0
0.49,0.07107201,P,M,3,0
0.25,0.16601902,O,N,1,0
0.0,-0.20017123,M,I,4,0
-0.18,-0.115051486,I,K,2,0
-0.18,-0.118059374,I,K,2,0
0.04,-0.0071827024,M,L,1,0
0.63,0.026701733,Q,M,4,0
0.26,0.0529889,O,M,2,0
-0.3,-0.10191904,G,K,4,0
0.03,-0.13549325,M,J,3,0
0.09,-0.034827583,N,L,2,0
0.4,0.019017786,P,M,3,0
0.33,0.046627834,O,M,2,0
-0.42,-0.11405896,F,K,5,0
-0.05,-0.116107516,L,K,1,0
-0.05,-0.08917858,L,K,1,0
-0.07,-0.019684099,K,L,1,0
0.35,-0.018885285,O,L,3,0
0.35,0.03174095,O,M,2,0
-0.33,-0.13712284,G,J,3,0
-0.37,-0.1073834,F,K,5,0
0.12,-0.057980143,N,L,2,0
-0.23,-0.06988142,H,K,3,0
0.25,0.024945013,O,M,2,0
0.11,0.032347105,N,M,1,0
-0.05,-0.18244445,L,I,3,0
-0.76,-0.112250455,D,K,7,0
0.23,-0.011820585,O,L,3,0
-0.02,-0.037658624,L,L,0,1
0.25,0.02592539,O,M,2,0
0.19,0.00042633712,N,M,1,0
-0.3,-0.15150623,G,J,3,0
-0.16,-0.115375556,J,K,1,0
-0.04,-0.12163526,L,K,1,0
0.09,-0.102315895,N,K,3,0
0.23,0.012014613,O,M,2,0
0.3,0.057747692,O,M,2,0
-0.16,-0.15601525,J,J,0,1
-0.02,-0.10438529,L,K,1,0
-0.02,-0.07843341,L,K,1,0
0.05,-0.016142882,M,L,1,0
0.19,0.025652058,N,M,1,0
-0.05,0.115976736,L,N,2,0
-0.21,-0.10999849,I,K,2,0
-0.19,-0.14272128,I,J,1,0
-0.47,-0.040118232,E,L,7,0
-0.26,0.03240461,H,M,5,0
0.49,0.06816164,P,M,3,0
0.25,0.17104492,O,N,1,0
0.0,-0.19003941,M,I,4,0
-0.18,-0.11416539,I,K,2,0
-0.18,-0.11081595,I,K,2,0
0.04,-0.0010366291,M,M,0,1
0.63,0.033864826,Q,M,4,0
0.26,0.057230428,O,M,2,0
-0.3,-0.0978255,G,K,4,0
-0.18,-0.078393094,I,K,2,0
0.09,-0.046087418,N,L,2,0
0.4,0.0057068393,P,M,3,0
0.33,0.0335709,O,M,2,0
-0.42,-0.1190611,F,K,5,0
-0.05,-0.12618475,L,J,2,0
-0.05,-0.08745121,L,K,1,0
-0.07,-0.029644363,K,L,1,0
0.35,-0.029931247,O,L,3,0
0.35,0.024080075,O,M,2,0
-0.33,-0.13178647,G,J,3,0
-0.37,-0.09664276,F,K,5,0
0.12,-0.056575544,N,L,2,0
-0.23,-0.06873205,H,L,4,0
0.25,0.0222871,O,M,2,0
0.11,0.027066194,N,M,1,0
-0.05,-0.17794195,L,I,3,0
-0.76,-0.11526003,D,K,7,0
0.23,-0.019811332,O,L,3,0
-0.02,-0.03411915,L,L,0,1
0.25,0.030625202,O,M,2,0
0.19,0.015926868,N,M,1,0
-0.3,-0.14834,G,J,3,0
-0.16,-0.115795985,J,K,1,0
-0.04,-0.10969779,L,K,1,0
0.09,-0.10624808,N,K,3,0
0.23,0.014204152,O,M,2,0
0.3,0.05314857,O,M,2,0
-0.16,-0.1585957,J,J,0,1
-0.02,-0.10435014,L,K,1,0
-0.02,-0.077770166,L,K,1,0
0.05,-0.012732938,M,L,1,0
0.19,0.024609298,N,M,1,0
-0.05,0.11485185,L,N,2,0
-0.21,-0.1138531,I,K,2,0
-0.19,-0.14131866,I,J,1,0
-0.47,-0.035824426,E,L,7,0
-0.26,0.0203773,H,M,5,0
0.49,0.07246229,P,M,3,0
0.25,0.16689585,O,N,1,0
0.0,-0.19421807,M,I,4,0
-0.18,-0.11387701,I,K,2,0
-0.18,-0.10832265,I,K,2,0
0.04,0.0014203191,M,M,0,1
0.63,0.04249224,Q,M,4,0
0.26,0.05528827,O,M,2,0
-0.3,-0.099011645,G,K,4,0
-0.18,-0.07868176,I,K,2,0
-0.07,-0.1375882,K,J,1,0
0.4,-0.011147507,P,L,4,0
0.33,0.01595413,O,M,2,0
-0.42,-0.13450292,F,J,4,0
-0.05,-0.13932845,L,J,2,0
-0.05,-0.088316366,L,K,1,0
-0.07,-0.03450373,K,L,1,0
0.35,-0.04262636,O,L,3,0
0.35,0.013469219,O,M,2,0
-0.33,-0.13832992,G,J,3,0
-0.37,-0.09526389,F,K,5,0
0.12,-0.05464016,N,L,2,0
-0.23,-0.061525807,H,L,4,0
0.25,0.01884178,O,M,2,0
0.11,0.026948914,N,M,1,0
-0.05,-0.17365707,L,I,3,0
-0.76,-0.12088223,D,K,7,0
0.23,-0.028289735,O,L,3,0
-0.02,-0.030912869,L,L,0,1
0.25,0.032288298,O,M,2,0
0.19,0.028577432,N,M,1,0
-0.3,-0.14005053,G,J,3,0
-0.16,-0.11439803,J,K,1,0
-0.04,-0.118488386,L,K,1,0
0.09,-0.0917002,N,K,3,0
0.23,0.0068416893,O,M,2,0
0.3,0.058535557,O,M,2,0
-0.16,-0.1518262,J,J,0,1
-0.02,-0.099908955,L,K,1,0
-0.02,-0.079344586,L,K,1,0
0.05,-0.008565888,M,L,1,0
0.19,0.026734218,N,M,1,0
-0.05,0.11630099,L,N,2,0
-0.21,-0.121264115,I,K,2,0
-0.19,-0.14877512,I,J,1,0
-0.47,-0.030560859,E,L,7,0
-0.26,0.0083351955,H,M,5,0
0.49,0.07640062,P,M,3,0
0.25,0.16480964,O,N,1,0
0.0,-0.20743859,M,I,4,0
-0.18,-0.12825876,I,J,1,0
-0.18,-0.116287336,I,K,2,0
0.04,0.0017992854,M,M,0,1
0.63,0.046016693,Q,M,4,0
0.26,0.053575575,O,M,2,0
-0.3,-0.10493988,G,K,4,0
-0.18,-0.09033662,I,K,2,0
-0.07,-0.14062029,K,J,1,0
0.07,-0.0016572922,M,M,0,1
0.33,-0.009149499,O,L,3,0
-0.42,-0.14728156,F,J,4,0
-0.05,-0.15286538,L,J,2,0
-0.05,-0.09382643,L,K,1,0
-0.07,-0.038504265,K,L,1,0
0.35,-0.03848441,O,L,3,0
0.35,0.009012133,O,M,2,0
-0.33,-0.1452793,G,J,3,0
-0.37,-0.089286186,F,K,5,0
0.12,-0.047226913,N,L,2,0
-0.23,-0.051357746,H,L,4,0
0.25,0.0242391,O,M,2,0
0.11,0.019050501,N,M,1,0
-0.05,-0.18155606,L,I,3,0
-0.76,-0.12766859,D,J,6,0
0.23,-0.03098081,O,L,3,0
-0.02,-0.029125735,L,L,0,1
0.25,0.034384243,O,M,2,0
0.19,0.026991691,N,M,1,0
-0.3,-0.13984475,G,J,3,0
-0.16,-0.10669144,J,K,1,0
-0.04,-0.11724026,L,K,1,0
0.09,-0.096883476,N,K,3,0
0.23,0.01636368,O,M,2,0
0.3,0.06272657,O,M,2,0
-0.16,-0.15361218,J,J,0,1
-0.02,-0.10384184,L,K,1,0
-0.02,-0.08643969,L,K,1,0
0.05,-0.0070418194,M,L,1,0
0.19,0.026215129,N,M,1,0
-0.05,0.117184356,L,N,2,0
-0.21,-0.12808675,I,J,1,0
-0.19,-0.16249204,I,J,1,0
-0.47,-0.027932309,E,L,7,0
-0.26,0.00087836385,H,M,5,0
0.49,0.07818294,P,M,3,0
0.25,0.16685843,O,N,1,0
0.0,-0.21308014,M,I,4,0
-0.18,-0.13621035,I,J,1,0
-0.18,-0.11850576,I,K,2,0
0.04,0.0036949217,M,M,0,1
0.63,0.046829432,Q,M,4,0
0.26,0.050370857,O,M,2,0
-0.3,-0.10630509,G,K,4,0
-0.18,-0.0924926,I,K,2,0
-0.07,-0.13943665,K,J,1,0
0.07,-0.0050245374,M,L,1,0
0.16,0.09239591,N,N,0,1
-0.42,-0.16420005,F,J,4,0
-0.05,-0.15781556,L,J,2,0
-0.05,-0.10156355,L,K,1,0
-0.07,-0.05071365,K,L,1,0
0.35,-0.035074852,O,L,3,0
0.35,0.014873341,O,M,2,0
-0.33,-0.15205112,G,J,3,0
-0.37,-0.10039386,F,K,5,0
0.12,-0.06054859,N,L,2,0
-0.23,-0.055453546,H,L,4,0
0.25,0.01190979,O,M,2,0
0.11,0.024599396,N,M,1,0
-0.05,-0.18472728,L,I,3,0
-0.76,-0.14046836,D,J,6,0
0.23,-0.057956725,O,L,3,0
-0.02,-0.043122075,L,L,0,1
0.25,0.027854241,O,M,2,0
0.19,0.029815383,N,M,1,0
-0.3,-0.13520296,G,J,3,0
-0.16,-0.098856576,J,K,1,0
-0.04,-0.11328546,L,K,1,0
0.09,-0.102172025,N,K,3,0
0.23,0.01281631,O,M,2,0
0.3,0.06996204,O,M,2,0
-0.16,-0.14895247,J,J,0,1
-0.02,-0.10148487,L,K,1,0
-0.02,-0.086693674,L,K,1,0
0.05,-0.022812441,M,L,1,0
0.19,0.021916866,N,M,1,0
-0.05,0.118109144,L,N,2,0
-0.21,-0.13376202,I,J,1,0
-0.19,-0.17959455,I,I,0,1
-0.47,-0.026151478,E,L,7,0
-0.26,-0.0011891872,H,M,5,0
0.49,0.075565204,P,M,3,0
0.25,0.17078942,O,N,1,0
0.0,-0.2129392,M,I,4,0
-0.18,-0.14676253,I,J,1,0
-0.18,-0.11714318,I,K,2,0
0.04,0.0050047636,M,M,0,1
0.63,0.042100713,Q,M,4,0
0.26,0.04914035,O,M,2,0
-0.3,-0.10515441,G,K,4,0
-0.18,-0.0948152,I,K,2,0
-0.07,-0.14143589,K,J,1,0
0.07,-0.009037331,M,L,1,0
0.16,0.08127691,N,M,1,0
-0.09,0.031652153,K,M,2,0
-0.05,-0.1581649,L,J,2,0
-0.05,-0.10458617,L,K,1,0
-0.07,-0.033377998,K,L,1,0
0.35,-0.0379977,O,L,3,0
0.35,0.03903725,O,M,2,0
-0.33,-0.16271414,G,J,3,0
-0.37,-0.10910024,F,K,5,0
0.12,-0.07692108,N,K,3,0
-0.23,-0.059107408,H,L,4,0
0.25,0.026080184,O,M,2,0
0.11,0.028312914,N,M,1,0
-0.05,-0.21487002,L,I,3,0
-0.76,-0.13750242,D,J,6,0
0.23,-0.08621265,O,K,4,0
-0.02,-0.05494281,L,L,0,1
0.25,0.017234549,O,M,2,0
0.19,0.030459184,N,M,1,0
-0.3,-0.16372915,G,J,3,0
-0.16,-0.09032097,J,K,1,0
-0.04,-0.106526226,L,K,1,0
0.09,-0.09304396,N,K,3,0
0.23,0.02567777,O,M,2,0
0.3,0.090765744,O,N,1,0
-0.16,-0.17715591,J,I,1,0
-0.02,-0.11313803,L,K,1,0
-0.02,-0.10697688,L,K,1,0
0.05,-0.028671667,M,L,1,0
0.19,0.021683298,N,M,1,0
-0.05,0.11636515,L,N,2,0
-0.21,-0.1383141,I,J,1,0
-0.19,-0.1929767,I,I,0,1
-0.47,-0.028864339,E,L,7,0
-0.26,0.0070478767,H,M,5,0
0.49,0.08632118,P,M,3,0
0.25,0.1719901,O,N,1,0
0.0,-0.21216506,M,I,4,0
-0.18,-0.1513819,I,J,1,0
-0.18,-0.10305804,I,K,2,0
0.04,0.012291208,M,M,0,1
0.63,0.05558653,Q,M,4,0
0.26,0.057388082,O,M,2,0
-0.3,-0.12012149,G,K,4,0
-0.18,-0.07951628,I,K,2,0
-0.07,-0.115895376,K,K,0,1
0.07,0.005922869,M,M,0,1
0.16,0.100084715,N,N,0,1
-0.09,0.058123484,K,M,2,0
0.18,-0.10070029,N,K,3,0
-0.05,-0.10875216,L,K,1,0
-0.07,-0.044611864,K,L,1,0
0.35,-0.039794207,O,L,3,0
0.35,0.04291725,O,M,2,0
-0.33,-0.15365028,G,J,3,0
-0.37,-0.116866305,F,K,5,0
0.12,-0.079389594,N,K,3,0
-0.23,-0.063000605,H,L,4,0
0.25,0.020520046,O,M,2,0
0.11,0.044134416,N,M,1,0
-0.05,-0.20438503,L,I,3,0
-0.76,-0.12694,D,J,6,0
0.23,-0.08600056,O,K,4,0
-0.02,-0.063246414,L,L,0,1
0.25,0.012133777,O,M,2,0
0.19,0.03097834,N,M,1,0
-0.3,-0.18373507,G,I,2,0
-0.16,-0.08943386,J,K,1,0
-0.04,-0.101296976,L,K,1,0
0.09,-0.08003046,N,K,3,0
0.23,0.03710652,O,M,2,0
0.3,0.0964109,O,N,1,0
-0.16,-0.1900321,J,I,1,0
-0.02,-0.11324951,L,K,1,0
-0.02,-0.10546437,L,K,1,0
0.05,-0.02160447,M,L,1,0
0.19,0.01685603,N,M,1,0
-0.05,0.11874099,L,N,2,0
-0.21,-0.14194736,I,J,1,0
-0.19,-0.19752105,I,I,0,1
-0.47,-0.03275098,E,L,7,0
-0.26,0.01954215,H,M,5,0
0.49,0.08350605,P,M,3,0
0.25,0.17974916,O,N,1,0
0.0,-0.21125276,M,I,4,0
-0.18,-0.14980727,I,J,1,0
-0.18,-0.101880625,I,K,2,0
0.04,0.018246979,M,M,0,1
0.63,0.04698445,Q,M,4,0
0.26,0.06188917,O,M,2,0
-0.3,-0.109332606,G,K,4,0
-0.18,-0.0644758,I,L,3,0
-0.07,-0.09627554,K,K,0,1
0.07,0.019324943,M,M,0,1
0.16,0.11843476,N,N,0,1
-0.09,0.07208878,K,M,2,0
0.18,-0.08937359,N,K,3,0
-0.12,-0.09179936,K,K,0,1
-0.07,-0.052272305,K,L,1,0
0.35,-0.053531274,O,L,3,0
0.35,0.04045111,O,M,2,0
-0.33,-0.15225405,G,J,3,0
-0.37,-0.12102346,F,K,5,0
0.12,-0.076883875,N,K,3,0
-0.23,-0.062240176,H,L,4,0
0.25,0.016513169,O,M,2,0
0.11,0.04381643,N,M,1,0
-0.05,-0.19866604,L,I,3,0
-0.76,-0.11347973,D,K,7,0
0.23,-0.081030965,O,K,4,0
-0.02,-0.063288756,L,L,0,1
0.25,0.014451042,O,M,2,0
0.19,0.03297589,N,M,1,0
-0.3,-0.2009058,G,I,2,0
-0.16,-0.08970807,J,K,1,0
-0.04,-0.0981254,L,K,1,0
0.09,-0.06729496,N,L,2,0
0.23,0.04763531,O,M,2,0
0.3,0.10847273,O,N,1,0
-0.16,-0.18814632,J,I,1,0
-0.02,-0.11850928,L,K,1,0
-0.02,-0.10338047,L,K,1,0
0.05,-0.027061477,M,L,1,0
0.19,0.01155033,N,M,1,0
-0.05,0.1266974,L,N,2,0
-0.21,-0.14274547,I,J,1,0
-0.19,-0.19754288,I,I,0,1
-0.47,-0.037928402,E,L,7,0
-0.26,0.028415293,H,M,5,0
0.49,0.08565411,P,M,3,0
0.25,0.18090802,O,N,1,0
0.0,-0.22054818,M,I,4,0
-0.18,-0.14498946,I,J,1,0
-0.18,-0.100911066,I,K,2,0
0.04,0.013709173,M,M,0,1
0.63,0.04222867,Q,M,4,0
0.26,0.0525204,O,M,2,0
-0.3,-0.1262902,G,J,3,0
-0.18,-0.067783035,I,L,3,0
-0.07,-0.097907804,K,K,0,1
0.07,0.019153886,M,M,0,1
0.16,0.11769222,N,N,0,1
-0.09,0.06768523,K,M,2,0
0.18,-0.105228454,N,K,3,0
-0.12,-0.10697961,K,K,0,1
0.09,-0.12909165,N,J,4,0
0.35,-0.07693058,O,K,4,0
0.35,0.024313524,O,M,2,0
-0.33,-0.15826093,G,J,3,0
-0.37,-0.12250014,F,K,5,0
0.12,-0.07598406,N,K,3,0
-0.23,-0.06288888,H,L,4,0
0.25,0.017590687,O,M,2,0
0.11,0.037738837,N,M,1,0
-0.05,-0.19415094,L,I,3,0
-0.76,-0.09871357,D,K,7,0
0.23,-0.07688906,O,K,4,0
-0.02,-0.05774474,L,L,0,1
0.25,0.023174994,O,M,2,0
0.19,0.036488965,N,M,1,0
-0.3,-0.21116495,G,I,2,0
-0.16,-0.087212935,J,K,1,0
-0.04,-0.09825285,L,K,1,0
0.09,-0.058450833,N,L,2,0
0.23,0.056011543,O,M,2,0
0.3,0.11976156,O,N,1,0
-0.16,-0.17545313,J,I,1,0
-0.02,-0.1228201,L,K,1,0
-0.02,-0.11207476,L,K,1,0
0.05,0.008277461,M,M,0,1
0.19,0.017729476,N,M,1,0
-0.05,0.116282195,L,N,2,0
-0.21,-0.14062239,I,J,1,0
-0.19,-0.19307962,I,I,0,1
-0.47,-0.04004389,E,L,7,0
-0.26,0.027607337,H,M,5,0
0.49,0.09035212,P,N,2,0
0.25,0.18395472,O,N,1,0
0.0,-0.22790125,M,H,5,0
-0.18,-0.13662198,I,J,1,0
-0.18,-0.10161751,I,K,2,0
0.04,0.0132178515,M,M,0,1
0.63,0.042473048,Q,M,4,0
0.26,0.05176547,O,M,2,0
-0.3,-0.13254157,G,J,3,0
-0.18,-0.06630332,I,L,3,0
-0.07,-0.09413119,K,K,0,1
0.07,0.026249312,M,M,0,1
0.16,0.11995436,N,N,0,1
-0.09,0.07112661,K,M,2,0
0.18,-0.09517422,N,K,3,0
-0.12,-0.1072831,K,K,0,1
0.09,-0.13038522,N,J,4,0
0.11,0.017186463,N,M,1,0
0.35,-0.0030445233,O,L,3,0
-0.33,-0.17162147,G,J,3,0
-0.37,-0.12478168,F,J,4,0
0.12,-0.0825453,N,K,3,0
-0.23,-0.06269037,H,L,4,0
0.25,0.030706793,O,M,2,0
0.11,0.03321173,N,M,1,0
-0.05,-0.19504946,L,I,3,0
-0.76,-0.09511332,D,K,7,0
0.23,-0.07849856,O,K,4,0
-0.02,-0.051769033,L,L,0,1
0.25,0.045747004,O,M,2,0
0.19,0.041896872,N,M,1,0
-0.3,-0.21236861,G,I,2,0
-0.16,-0.092264175,J,K,1,0
-0.04,-0.10001109,L,K,1,0
0.09,-0.05091252,N,L,2,0
0.23,0.065249056,O,M,2,0
0.3,0.12401527,O,N,1,0
-0.16,-0.16145194,J,J,0,1
-0.02,-0.11458259,L,K,1,0
-0.02,-0.113037445,L,K,1,0
0.05,0.011661276,M,M,0,1
0.19,0.057550013,N,M,1,0
-0.05,0.11779589,L,N,2,0
-0.21,-0.14605868,I,J,1,0
-0.19,-0.20585816,I,I,0,1
-0.47,-0.04504119,E,L,7,0
-0.26,0.016406365,H,M,5,0
0.49,0.09440823,P,N,2,0
0.25,0.18975064,O,N,1,0
0.0,-0.23762086,M,H,5,0
-0.18,-0.1375229,I,J,1,0
-0.18,-0.10710693,I,K,2,0
0.04,0.0168003,M,M,0,1
0.63,0.04673642,Q,M,4,0
0.26,0.053857148,O,M,2,0
-0.3,-0.1378772,G,J,3,0
-0.18,-0.07216512,I,K,2,0
-0.07,-0.101608835,K,K,0,1
0.07,0.022190057,M,M,0,1
0.16,0.117136985,N,N,0,1
-0.09,0.0635277,K,M,2,0
0.18,-0.09021653,N,K,3,0
